URL,ACCION1,ACCION2,ACCION3
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-fc-atert-bissen-m1-211024,Schau dir hier nochmal alle bisherigen Spiele FC Blo-Wäiss Medernach gegen FC Atert Bissen an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,84,Wäiten Ball no fir, do kann keen Miedernacher dru kommen. Den Trainer vun der 3ter seet de,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,83,Hei sin vill parteiesch Leit, an dass an Deitschland wou haut Prteien gewillt gin,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,80,Wechsel bei Medernach,Len Kneip für Tim Martins
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,80,Wechsel bei Weiler,Luka Semedo Glod für Tom Nennig.
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,80,Goal Miedernach mee irgendwou Offensivfeeler ofgepaff,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,79,Großchance für Medernach,Jeoffrey De Oliveira Ramos Correia
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,78,Großchance für Weiler,Pascal Hurth
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,73,Großchance für Medernach,Jeoffrey De Oliveira Ramos Correia
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,72,Michi geet un der Grenz vum Giel Roud agewiesselt. Net weinst heftegen Feeler mee weinst d,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,71,Wechsel bei Medernach,Pedro Dos Santos für Michel Martins
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,71,Ech wär jo dofir wann Tribün vis a vis vun der Bänk ass dass all Spiller sech emdreint ehe,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,70,Wechsel bei Weiler,Aldin Dervisevic für Issa GAKOU
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,69,Seieren Aworf vum Jeoffrey an dem Joao seng Pass an Mett verpasst den Joel knapp,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,65,Großchance für Medernach,Jeoffrey De Oliveira Ramos Correia
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,62,Großchance für Medernach,Félix Maillet
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,60,Großchance für Weiler,Oğuzhan Kaylesiz
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,60,Bei Miedernach setzen leider den Ferro an Kapitän Dan verletzt op der Tribün. Gudd a seier,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,58,Großchance für Medernach,João Carlos Malheiro Martins
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,58,Großchance für Weiler,Admir Desevic
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,56,Wechsel bei Weiler,Admir Desevic für Mirzet Dragolovcanin
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,56,Großchance für Weiler,Mirzet Dragolovcanin
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,52,Loic wennt am Mettelfeld een Käpperduell geint Weiler Feldspiller. Vielleicht ass et net d,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,48,Innenverteideger raus an 3er Kett opgeleist. Den Dany war och schon Giel virgewarnt, seng,,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,46,Wechsel bei Medernach,Pedro Silva für Dany Pereira
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,46,De Stan wär stolz iwert dat neit Live Tickerer Talent zu Chreschtnech,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,45+3,Fir Leit bei der Buvette: jo de gars op Fupa ass parteiesch,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,45,Kloer Handspill vu Weiler net gesin. Gudd dass Miedernach dun am Strofraum duerch den Hous,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,44,Großchance für Medernach,Housseyn Tebboub
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,43,Haarmlos Flank de Goalkeep kann labbber opfenken, dat mescht en och an ewei een Profi leet,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,News 🤓📝,Ehrenpromotion: Käerjeng und Monnerich ziehen davon,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,88,Gelb für Medernach,Len Kneip
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,78,Gelb für Weiler,Admir Desevic
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,45+3,Halbzeit,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,Schau dir hier nochmal alle bisherigen Spiele FC Yellow Boys Weiler-zum-Turm gegen FC Blo-,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-fc-atert-bissen-m1-211024,91,-,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-fc-atert-bissen-m1-211024,91,Nächste Match Samsden; 30.10 em 18h00 um Bloen Eck an der Coupe geint Fola,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-fc-atert-bissen-m1-211024,91,Yes! Miedernach setzt sech mat 3-0 geint Bissen duerch!,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-fc-atert-bissen-m1-211024,90+4,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-fc-atert-bissen-m1-211024,90+3,Djalo käppt driwwer,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Paul Trierweiler
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,News 🤓📝,Ehrenpromotion: Highlight Rümelingen - Medernach,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,Top-Fakt 🚀,In den letzten 11 Spielen konnte Canach keinen Sieg mehr holen,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,Top-Fakt 🚀,Seit 3 Duellen konnte Canach kein einziges Pflichtspiel mehr gegen US Esch für sich entscheiden,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,Top-Fakt 🚀,Auf fremdem Boden konnte US Esch in der laufenden Saison die wenigsten Punkte einfahren,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,Schau dir hier nochmal alle bisherigen Spiele FC Jeunesse Canach gegen US Esch an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,90+5,Abpfiff,präsentiert von
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,90+2,Wechsel bei Bissen,Bruno Moreira für Sven Kalisa
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,81,Wechsel bei Bissen,Rafael Perreira Fernandes für Sergio Sousa Lopes
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,69,Wechsel bei Bissen,Miguel Fernandes für Samir Severa
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,65,Wechsel bei Rümelingen,Eduardo Mendes Silva für Rabbi Figueira
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,53,Großchance für Bissen,Sven Kalisa
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,42,1:2 Tor für Bissen,Sven Kalisa
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,38,Wechsel bei Rümelingen,Arthur Michaux für Paul Maurice
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,15,1:1 Tor für Bissen,Edson Gaspar
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,9,1:0 Tor für Rümelingen,Glenn Gomes Borges
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,1,Anpfiff,präsentiert von
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,News 🤓📝,Ehrenpromotion: Spitzentrio vor Härtetests,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,News 🤓📝,Ehrenpromotion: Medernach und Käerjeng grüßen von oben,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,News 🤓📝,Alle Ergebnisse vom Sonntag,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,90+3,Gelb für Bissen,Bruno Moreira
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,75,Gelb für Rümelingen,Glenn Gomes Borges
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,45+2,Halbzeit,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,David Viaggi
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,Die Aufstellung für FC Atert Bissen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,News 🤓📝,EP, 2.Spieltag: wieder ein Spitzenspiel!,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,News 🤓📝,Alle Resultate vom Samstag,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-atert-bissen-m1-210822,Schau dir hier nochmal alle bisherigen Spiele US Rümelingen gegen FC Atert Bissen an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,91,Densden um Bloen Eck spillt eis 3t Equipe geint Menster, wann een Arbitter kennt natierlech,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,91,No Gespreicher mat anner Fupaner landesweit ass parteiesch keng Viraussetzung. De Sport li,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,91,Ewei zu Käerjeng geet och hei zu Weiler opeemol den Feieralarm. Pompjeen kommen an komplet,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,91,All Respekt fir de Micha v. S. W. fir een richteg gudden an witzegen eischten Live Ticker ,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,91,An dann nom Match mam Fupaner meckern goen... staark!,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,91,Weider geet et Sonnden an der Coupe zu Eschduerf,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,91,An dann päift den Arbitter of an Miedernach verleiert fir dei zweete Keier hannerteneen.,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,90+4,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,90+4,Konter Weiler ennerbonn well den Weiler einfach den seiersten Spiller um Terrain ass,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,90+4,Korner Miedernach den Loic geet mat no fir,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,90+1,Bei Miedernacher Ballbesetz hat den Arbitter ofgepaff mee Weiler spillt den Ball no fir an gin drop,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,90+1,88 Min an een vun Weiler blärt et wär faerdeg. Auer wuel falsch gestallt, wou dat dach ere,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,90,Een Weiler Spiller leit an dat päift den Arbitter of, mee eis eischt Halschent leist en zu,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,87,Gefeierlechen Konter Weiler mee den Houss deen klärt hannen bal all Ball haut,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,87,Telefoneiert Pass an den Abseits vun Weiler,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-fc-blo-waeiss-medernach-m1-210926,86,Großchance für Weiler,Admir Desevic
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,70,Wechsel bei Bissen,Miguel Fernandes für Ediclei Da Silva Pantoja
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,65,Wechsel bei Mersch,Paulo Vincente Mendes für Gullit Ramos
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,62,Wechsel bei Bissen,Andy Teixeira für Samir Severa
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,60,Wechsel bei Bissen,François Augusto für Mamadi Djalo
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,0,-,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,News 🤓📝,Ehrenpromotion: Käerjeng und Monnerich ziehen davon,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,90+4,Gelb für Mersch,Paulo Vincente Mendes
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,84,Gelb für Mersch,Tun Held
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,45+1,Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,32,Gelb für Bissen,Ediclei Da Silva Pantoja
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,26,Gelb für Mersch,Leonildo Mendes
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,Die Aufstellung für FC Atert Bissen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,Die Aufstellung für FC Marisca Mersch ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,News 🤓📝,Ehrenpromotion: Spitzentrio vor lösbaren Aufgaben,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Carole Kill
https://www.fupa.net/match/fc-atert-bissen-m1-fc-marisca-mersch-m1-210926,Schau dir hier nochmal alle bisherigen Spiele FC Atert Bissen gegen FC Marisca Mersch an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,90,1:4 Tor für Junglinster,Bousba Redwane
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,81,1:3 Tor für Junglinster,Evandro Delgado
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,65,1:2 Tor für Steinsel,Khaled AYARI
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,60,0:2 Tor für Junglinster,Evandro Delgado
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,21,0:1 Tor für Junglinster,Donovan Bonet
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,News 🤓📝,EP: Käerjeng gewinnt Spitzenspiel deutlich!,-
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,Die Aufstellung für FC Jeunesse Junglinster ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,News 🤓📝,Ehrenpromotion: Gipfeltreffen auf dem „Dribbel“,-
https://www.fupa.net/match/fc-alisontia-steinsel-m1-fc-jeunesse-junglinster-m1-210905,Schau dir hier nochmal alle bisherigen Spiele FC Alisontia Steinsel gegen FC Jeunesse Jung,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,90+5,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,89,3:2 Tor für US Esch,Miguel Rosas Ribeiro
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,85,Wechsel bei Canach,Olivier Mukendi Okende für Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,75,Wechsel bei US Esch,Ouanis Bouragba für Gautier Owono
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,71,Wechsel bei Canach,Emerson Correia für Junior De Oliveira Varela
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,59,3:1 Tor für Canach,Lissander Da Costa Ramos
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,34,2:1 Tor für US Esch,Sanó Seco Peti
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,25,2:0 Tor für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,4,1:0 Tor für Canach,Adrian Ahmetxhekaj
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,News 🤓📝,Sportpolitik: Covid Check und Minister weg,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,News 🤓📝,Ehrenpromotion: Rümelingen jetzt schon Zweiter!,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,90+4,Gelb für US Esch,Miguel Rosas Ribeiro
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,90+1,Gelb für US Esch,André Rodrigues De Almeida
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,88,Gelb für Canach,Louis Bock
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,81,Gelb für Canach,Gaël Mbala
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,67,Gelb für Canach,Tom Keup
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,64,Gelb für US Esch,Miguel Varela
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,45+4,Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,37,Gelb für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,Die Aufstellung für US Esch ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-us-esch-m1-211121,Die Aufstellung für FC Jeunesse Canach ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,37,0:1 Tor für Mamer,Mickaël Jager
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,Neue Fotos hochgeladen! 🖼,FC Atert Bissen - FC Mamer 32,👉
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,News 🤓📝,Ehrenpromotion: auch Monnerich zieht davon!,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,73,Gelb für Mamer,Samir Ketlas
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,45+5,Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,29,Gelb für Mamer,Abdessamad Oudich
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,Die Aufstellung für FC Atert Bissen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,Die Aufstellung für FC Mamer 32 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Andjelko Markulin
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,News 🤓📝,Ehrenpromotion: Topspiel Monnerich - Medernach,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-mamer-32-m1-211017,Top-Fakt 🚀,In den letzten 3 Direktduellen musste Bissen insgesamt 10 Gegentore gegen Mamer hinnehmen,-
